trend;Скорость реагирования;place_total_fail;place_total_letters;link_numbers;severity;google_rating;place_id;name;place_fail_rel_size;site;rating
0.0;;1.0;;156.0;1.0;;ChIJv0hf4BJLtUYRBpKJcntekR0;Берлин-Хеми/Менарини Фарма ГмбХ, Германия;0.014705882352941175;http://www.berlin-chemie.ru/;0.5049019607843137
0.0;;38.0;328.0;;0.6666666666666666;5.0;ChIJvS5sNolKtUYR0TfMFpYvPcU;Упса Лаборатории, отделение Бристол-Майерс Сквибб;0.0064516129032258064;http://b-ms.ru/;0.22437275985663085
0.0;;4.0;10.0;13.0;1.0;;ChIJvTdL7u1MtUYR401N-nauPxk;Ядран Галенский Лабораторий а.о.;0.017857142857142856;http://zercalin.ru/;0.5059523809523809
0.0;;1.0;4.0;9.0;0.4444444444444444;;ChIJvdmABgS1SkERLMz-Mtw3REU;Касторсервис ООО;1.0;http://postavshik.pro/;0.6481481481481481
0.0;;3.0;42.0;167.0;0.7777777777777778;;ChIJveVS7eFKtUYRdVWjQEI-UOk;Новартис Фарма Штейн АГ;0.00563380281690141;http://novartis.ru/;0.4278038601982264
0.0;;2.0;70.0;22.0;1.0;5.0;ChIJw0jGtFC1SkERVe0FauPd_Mo;Зеленая Дубрава ЗАО;0.028571428571428567;http://www.mazi.ru/;0.3428571428571428
0.0;;2.0;72.0;91.0;1.0;3.3999999999999995;ChIJw6CGOPCxSkERZdlGuKq0HOk;Санкт-Петербургский НИИ вакцин и сывороток и предприятие по производству бактерийных препаратов ФГУП ФМБА;0.018518518518518517;http://petrovax.ru/;0.4461728395061729
0.0;;1.0;63.0;159.0;1.0;;ChIJwfdBT4lOtUYRlvmtgXtPoYc;Фармак а.о.;0.017543859649122806;http://farmak.ua/;0.5058479532163743
0.0;;1.0;21.0;319.0;1.0;4.9;ChIJx76NZM1LtUYRQN7LcStjgSg;Байер Шеринг Фарма Ой;0.004016064257028112;https://www.bayer.ru/;0.3413386880856761
0.0;;1.0;;605.0;1.0;;ChIJyS2nIclMtUYR6uiXMFxWuKY;Паркинфарм ООО;1.0;http://www.kartoteka.ru/;0.8333333333333334
1.0;;31.0;114.0;568.0;0.9962962962962963;;ChIJydtP0a5MtUYRvaTk_uo0weY;Аджио Фармацевтикалз Лтд;0.14893617021276595;http://agio-pharma.yp.ru/;0.5484108221696875
0.0;;2.0;114.0;1.0;0.8333333333333334;5.0;ChIJz0wKvftKtUYRE6bn6S4LM_s;Представительство фирмы «Д-р Редди`c Лабораторис Лтд.»;0.009389671361502348;http://ibuclin.com/kontakty/;0.2809076682316119
