place_id;place_was_nullated;place_no_end;place_time;place_size;Юридическое лицо, на имя которого выдано регистрационное удостоверение
ChIJU1tkDqpKtUYR15TLblAfjY0;1.0;1.0;;1;"Федеральное государственное унитарное предприятие ""Государственный научно-исследовательский институт органической химии и технологии"" (ФГУП ""ГосНИИОХТ"")"
ChIJU6Gieh1KtUYRhBhx34Oi8Bc;1.0;0.9166666666666667;1826.0;7;"ООО ""Кьези Фармасьютикалс"""
ChIJU6Rl4vs0tUYR4pCoOenV3GM;1.0;0.7142857142857143;1826.0;7;Фармпроект ЗАО
ChIJU9Bp85hMtUYR4qt1JYhJibA;1.0;0.9748458580756718;1826.2222222222224;185;"Закрытое акционерное общество ""Байер"""
ChIJUSdrOtQ0tUYRA0HlKbOz2hs;0.0;0.0;1826.0;2;Медиалл ООО
ChIJUSzB-m81tUYRXLNZe5TXmRA;0.9285714285714286;0.8901098901098901;1826.5;20;Тархоминский фармацевтический завод Польфа А.О.
ChIJUYc35GqzSkERtdvaYRD1sio;0.9545454545454546;0.7727272727272727;1525.4;14;"ЗАО ""НПО ""Антивирал"""
ChIJU_7ZvVpJtUYRbxJ3_mFAhd8;1.0;1.0;;2;Терумо Корп.
ChIJU__pJjlLtUYRfMK3hLmPhhc;1.0;0.5;1826.0;2;Фарма Вернигероде ГмбХ
ChIJUa2XKQA4tUYRUim7OFatJt4;0.0;0.0;1826.0;1;Трифарма Иляч Санайи ве Тидж. А.Ш.
ChIJUcYU8btJtUYR5GPbfXjsLKk;0.7;0.5;1826.0;17;"ООО ""НИАРМЕДИК ПЛЮС"""
ChIJUeKudq9HtUYRylEqdlHVbxU;1.0;0.0;1826.0;1;Дабур Фарма Лимитед
ChIJUf0bKKpMtUYRgpZ0bCIYl08;1.0;1.0;;2;Общество с ограниченной ответственностью «ГЕРОФАРМ»
ChIJV-nmvmdLtUYR-o19kBcw-xk;1.0;1.0;;4;"ООО ""Фарм-Синтез"""
ChIJV1AyMgxMtUYR5BYYgSgyc9Q;1.0;0.0;1826.7;10;"Общество с ограниченной ответственностью ""Сфера-Фарм"" (ООО ""Сфера-Фарм"")"
ChIJV1xCmEJKtUYRA1eX38m8BWA;1.0;0.5833333333333334;1826.0;10;"Федеральное государственное унитарное предприятие ""Государственный научный центр""Научно-исследовательский институт органических полупродуктов и красителей"""
ChIJV8J3E5K1SkERVt0fVcR_Uek;1.0;1.0;;1;"ЗАО ""Современные химические технологии"""
ChIJVV7kuV9KtUYR7O7ntHWO8K4;1.0;1.0;;5;"РУП ""Несвижский завод медицинских препаратов"""
ChIJVVVVVQ5LtUYRS-Vz4kWGl10;1.0;0.7564102564102564;1826.375;32;Сантэн АО
ChIJVVVVVVVCNEERIg-ynVuN_pE;0.75;0.035;1826.1947674418604;60;Серл Фарма ООО
ChIJVVVlpAJItUYRmF7ec3ljIjY;0.9583333333333334;0.8083333333333332;1826.0;28;Фармапол-Волга ООО
ChIJVYcV-uNLtUYRlsfhAX36oWg;1.0;1.0;;2;Гамбро Лундия АБ
ChIJVdQgHXJNtUYRNUtGGw2rmcM;1.0;1.0;;9;"ЗАО ""ФАРМА ВАМ"""
ChIJVeFo4ZJKtUYRTCHxqzED9DI;0.3333333333333333;0.0;1826.0;3;Авиценна медицинский центр ООО
ChIJVfCPrjhPtUYR5sNyaIHO2Ec;1.0;0.96;1826.0;14;"Федеральное государственное учреждение ""Российский кардиологический научно-производственный комплекс"" Министерства здравоохранения и социального развития Российской Федерации - Экспериментальное производство медико-биологических препаратов"
ChIJVfztSwxMtUYRrNrAdfMGric;1.0;0.0;1826.0;1;Трансатлантик Интернейшнл ЗАО
ChIJVx0QfDLLSkER9ipPlmNzLsQ;1.0;0.875;1826.1;30;Тривиум ООО
ChIJVxsqDIJKtUYRQiQccZpmBs8;1.0;1.0;;1;Эликсир Фарма
ChIJW-UK7w9LtUYRQY6wbUa9wPE;1.0;1.0;;3;Орхид Фарма Лимитед
ChIJW-VRVBNMtUYRIdc5aVQzaWg;0.9714285714285714;0.5142857142857142;1826.4117647058824;70;БЕЛУПО, лекарства и косметика д.д.
ChIJW1ify840tUYRE5uVbJ3hpmc;1.0;1.0;;1;"Общество с ограниченной ответственностью ""АЛЬФАТРЕЙД"""
ChIJW2aYAaQ1tUYRGG9l6pmAs9I;1.0;0.9130434782608696;1826.0;37;Талион-А ООО
ChIJW4r1VltKtUYRpy9Iash8cQ8;1.0;1.0;;1;Сентрал Гласс Ко.Лтд
ChIJW50u7zhNtUYRgHR2Khql1hE;0.2727272727272727;0.0;1826.0;22;Вектор-Бест ЗАО
ChIJW9GQoAs1tUYRRt9q929q2PQ;1.0;0.5;1826.0;2;"ООО ""Праксайр Волгоград"""
ChIJWRjvZcJJtUYR7d9jRl3jo9s;0.0;0.0;1826.0;1;Гематолог ООО
ChIJWSvM4I0xtUYRa2CAZJ0oOlA;1.0;0.5;1826.0;7;"ООО ""Исида"""
ChIJWUHU2MxItUYRUxK26_ReqF0;1.0;0.5;1827.0;2;"Закрытое акционерное общество ""Эколэнд-Крылатское"" (ЗАО ""Эколэнд-Крылатское"")"
ChIJWV6S0_5KtUYR76L4U1SyIzc;1.0;0.0;1826.0;2;Лаборатории Медис
ChIJWXd2B5jKSkERkzPRWNj0MCo;1.0;0.0;1827.0;1;"Общество с ограниченной ответственностью ""Биоцентр"" (ООО ""Биоцентр"")"
ChIJWbSk5hs4tUYR9ffK0tp0snk;0.9444444444444444;0.6388888888888888;1826.25;11;Мерк Сероно Юороп Лимитед
ChIJWxj-Uj81tUYR8JyF5WI89t8;0.0;0.0;1826.0;2;ИмДи-спектр ООО
ChIJWxomMBhKtUYRWQ-3JIJA9BQ;0.0;0.0;1826.0;1;Фитомаг ООО
ChIJWzVIbI85tUYRlTbKa0ve3tE;0.9444444444444444;0.6296296296296297;1826.0;108;Синтез ОАО
ChIJX-GjkfRKtUYRT2MJ1rtMOsg;0.0;1.0;;1;Фито-Эм аграрно-промышленная компания ЗАО
ChIJX06hGxg1tUYRU-4AgiDAxTY;0.989010989010989;0.4835164835164835;1802.5106382978724;91;Биохимик ОАО
ChIJX63BCtY1tUYRE15tZMyKeTE;1.0;0.5;1826.0;2;Экран НПО ОАО
ChIJX98fpKStSkERQHUxvBX-qys;0.0;0.0;528.5;2;Росунифарм ООО
ChIJXT3BO7dLtUYR-5UG68hFTYQ;1.0;1.0;;2;Валентис ЗАО
ChIJXUmmUi61SkERHF9ERMCNavk;0.6;0.6;1433.0;5;Йодные технологии и маркетинг ООО
ChIJXVOqKAQ2tUYR2B3Su5LKWBQ;1.0;0.0;1826.0;1;"Закрытое акционерное общество ""ПрофитМед"" (ЗАО ""ПрофитМед"")"
ChIJXfYkXMVJtUYR8Caq9LhKTfc;0.0;0.0;1826.0;1;Интар-Биотех ООО
ChIJXwdxGdxLtUYRllLOIM8WOvg;0.9880952380952381;0.7085537918871252;1826.2106456617737;226;Фармасинтез ОАО
ChIJXzhChTxItUYRrZLAAkdQf_c;0.9943181818181819;0.8227813852813852;1816.2432432432433;141;Берингер Ингельхейм Интернешнл ГмбХ
ChIJXzqZq51HtUYRtRIZtR0h0pY;1.0;0.0;1826.0;2;"ЗАО ""Аргон"""
ChIJY3UOt4tKtUYRUTf_Viq8-cY;1.0;1.0;;4;Инд-Свифт Лабораториез Лимитед
ChIJY5alyXk2tUYRlxyBZb2_pAM;0.9756266205704408;0.7601267646211466;1813.9537037037037;120;Ранбакси Лабораториз Лтд
ChIJY7bLdlc3tUYR9Wv1QPydl6I;1.0;0.8;1826.0;5;"ОАО ""Максфарм"""
ChIJY83Q7CrTSkER4MHnT6ofxlc;0.9160937499999999;0.8039468125960062;1675.672379406308;470;Щелковский витаминный завод ОАО
ChIJY8up48xItUYRcbCjYoGqLTk;1.0;0.6817502510484967;1507.047142857143;195;"Открытое акционерное общество ""АВВА РУС"" (ОАО ""АВВА РУС"")"
ChIJYSDufbVMtUYRvX-x8JGpd3g;0.0;0.0;;8;Гомеофарма предприятие ООО
ChIJYTwhVBNMtUYRXUge9SXJ8vo;0.98;0.66;1681.4705882352941;50;Обновление ПФК ЗАО
ChIJYV2CHMBMtUYR0IVf8yaMvVs;1.0;0.0;1826.0;1;Каринофарм ГмбХ
ChIJYWsmhmVNtUYRxBMnbJ26OFo;1.0;1.0;;2;"ООО ""Фармхим"""
ChIJYYbncjxItUYRJejSMLCpcUY;1.0;0.7777777777777778;1826.0;32;Фитофарм Кленка АО
ChIJY_t-t19ItUYRTNmrLr8XpCs;1.0;0.6666666666666666;1826.0;8;Ферон ООО
ChIJY_t-t19ItUYRanrbR7JXB14;1.0;0.3333333333333333;1826.0;3;Иммафарма ООО
ChIJY_t-t19ItUYRig38PN5CcNg;0.8583333333333334;0.7083333333333333;1130.5151515151515;49;Центральный научно-исследовательский институт эпидемиологии Минздрава России ГУ
ChIJYdVDo_s0tUYRW8yj2zoETlQ;1.0;0.5;1826.0;2;"ООО ""Фармацель"""
ChIJYeChugRStUYRGFf9Cm5ndhY;1.0;0.5873493975903614;1826.0925925925926;85;"ООО ""Виал"""
ChIJYxcjiyJPtUYR50RioGvKOSc;1.0;1.0;;1;"Федеральное государственное учреждение ""Центральная клиническая больница с поликлиникой"" Управления делами Президента Российской Федерации (ФГУ ""ЦКБ"")"
ChIJYy4advJKtUYR8ivu27yy3Jg;1.0;1.0;;3;"ООО ""Нобель"""
ChIJYzPv99tLtUYRalBsxwU0Yuo;1.0;0.7351351351351352;1290.1904761904761;78;ЮСВ Фарма СА
ChIJZ2astRFNtUYRWVEsSQkLwMQ;1.0;0.0;1826.0;1;Редкинский опытный завод ЗАО
ChIJZ6UjltxLtUYRO0n57OTEtqU;1.0;0.6923076923076923;1826.5;13;Мекофар Кемикал-Фармасьютикал Джойнт Сток Компани
ChIJZ9LB395LtUYRM-zk3WKovNY;1.0;0.64;1826.3125;36;"Закрытое акционерное общество ""ГЕНЕРИУМ"" (ЗАО ""ГЕНЕРИУМ"")"
ChIJZRSNiylLtUYR4eAX_BGvjuo;1.0;1.0;;1;"ООО ""Новомед"""
ChIJZRSNiylLtUYRUsXu7lyR198;1.0;0.0;1826.0;1;Родиа Органик
ChIJZZKESLvKSkERzEvw23nMaR8;1.0;0.0;1826.0;2;Флавир ООО
ChIJZaQAE_9KtUYRQMGxbu_ZbFY;0.6666666666666666;0.3333333333333333;1826.0;3;ПиЭйч энд Ти С.р.Л.
ChIJZbMm5GqzSkER0W-I7pk1bsA;0.9818181818181818;0.7805704099821746;1826.3983451536642;150;Сотекс ФармФирма ЗАО
ChIJZblQuwioSkER_VaoewYJLGQ;1.0;1.0;;1;Здоровье фармацевтическая фирма ОАО
ChIJZc45VBNMtUYRcBChJmn5IkM;0.9176470588235294;0.7764705882352941;1826.0526315789473;85;Ново Нордиск А/С
ChIJZfV3_1Q1tUYRGEZXVgyqfEI;1.0;0.5;1826.0;4;"ООО ""Эндокринные технологии"""
ChIJZfzKNt47tUYRDfUKolOde8Y;1.0;0.8;1826.0;9;Цитомед медико-биологический научно-производственный комплекс ЗАО
ChIJZw56oTE6tUYRVMSm9h2NKU4;1.0;0.7;1826.6666666666667;10;Алмирал С.А.
ChIJZwNLbsJJtUYR2T22HvtkgMg;0.95;0.8;1107.0;17;"Федеральное государственное учреждение ""Кировский научно-исследовательский институт гематологии и переливания крови Федерального медико-биологического агенства"""
ChIJZzk9E7ezSkER_66WeHEn_io;1.0;1.0;;1;"ООО ""Фармика"""
ChIJ_-omnYhKtUYRSquDVCOpwZg;1.0;1.0;;8;Поликем С.р.л.
ChIJ_3oGHBZLtUYR7O64XmxIpjA;1.0;0.0;1826.0;1;Хюгель Инк.
ChIJ_5nO4RRLtUYRgKPSs_37TYk;0.97;0.5700000000000001;1782.65;30;Экселджин Лаборатуар
ChIJ_6OLXSRLtUYR1pcXfpj4NhY;0.6666666666666666;0.6666666666666666;1826.0;3;"Открытое акционерное общество Завод экологической техники и экопитания ""ДИОД"" (ОАО ""ДИОД"")"
ChIJ_9IdiHxOtUYRy6uyD8vQSPA;1.0;0.5;1826.0;2;Закрытое акционерное общество «Аполлон»
ChIJ_UUnnlortUYRg80Y4wMgJ80;1.0;0.717948717948718;1826.0555555555557;33;"ООО ""Фирма ""Випс-Мед"""
ChIJ_WKEbutHtUYRL2BDO5dq0wU;1.0;0.0;1827.0;1;"ООО ""Скимед"""
ChIJ__WCTkRItUYR-MYkSyCS1GY;1.0;1.0;;1;"ФГБУ ""Российский научный центр радиологии и хирургических технологий"" Минздрава России"
ChIJ_____x5LtUYRKg6OSobmORU;0.9873737373737373;0.952020202020202;1734.2631578947369;137;Лаборатории Сервье, Франция
ChIJ_azY-UFKtUYRJBoxtt0-N8g;0.0;1.0;;1;ГНИИ стандартизации и контроля лекарственных средств МЗ России
ChIJ_cX8QJNNtUYRsQTA2FRtfY8;0.0;0.0;1826.4;5;ННТ-Фарма ООО
ChIJ_yDfBL1OtUYR99J28Sf16zM;1.0;1.0;;5;Медикор ЦСМ ЗАО
ChIJa3L3XHM1tUYRcAQMs9pmNlc;1.0;0.0;1826.0;2;АЛК-Абелло А/С
ChIJa6MoFk2pSkERhd0EiKEkgaw;1.0;0.7;1826.3333333333333;10;"Общество с ограниченной ответственностью ""Лекарь"" (ООО ""Лекарь"")"
ChIJaR3dpRJNtUYRKzZNzESzWsM;1.0;1.0;;1;"ООО ""МЕДА Фарма"""
ChIJaWmrwZtKtUYRIbcDWZfyws8;1.0;1.0;;1;"Открытое Акцианерное Общество ""Редкинский Опытный Завод"""
ChIJaXNA0AlKtUYRzxHJj47qcZs;0.4969512195121951;0.39634146341463417;1656.9705882352941;165;Хемофарм А.Д.
ChIJaXsDG-JKtUYR4ZjMPjjQp0M;1.0;1.0;;4;Ковекс С.А.
ChIJabNl0DhLtUYRdsIv77nww50;1.0;1.0;;1;Фармлэнд СП ООО
ChIJaf1kOxBNtUYRQuW1cp98ydw;0.75;0.2504166666666666;1826.3;43;Р-Фарм ЮС Оперэйтин ЭЛЭЛСИ
ChIJafQvE983tUYRPbvjlUgEH3o;0.9514423076923076;0.6875855193193903;1827.261794871795;310;Фармацевтическая фабрика №6
ChIJb0qQwEeoSkERm8C8ACPpRRo;1.0;1.0;;1;"ЗАО ""Доминанта-Сервис"""
ChIJb2vltB5NtUYRr10uSpHZIeM;0.9770114942528735;0.4942528735632184;1781.1;41;Нобелфарма Илач Санайи ве Тиджарет А.Ш.
ChIJb5YieAlMtUYRC59u2Jeuyhg;0.9871794871794872;0.8600427350427351;1826.3939393939393;84;Эвалар ЗАО
ChIJb8k0unpLtUYRFoF14VPOk1E;0.5;0.0;1826.0;4;Национальные биотехнологии ОАО
ChIJbShggKy1SkERnOYCir1_4oE;1.0;0.5619047619047619;1826.3333333333333;17;Эйсай Мануфэкчуринг Лимитед
ChIJbZ0EMSZGtUYRSr3NOkxTHmM;1.0;0.0;1826.3333333333333;3;"ЗАО ""Берёзовский фармацевтический завод"""
ChIJb_0heHBKtUYRkZFVrEKcud4;1.0;0.5;1826.0;2;"ООО ""ВИСТ"""
ChIJbak4Lau1SkERJyXP4-uMiPY;1.0;0.0;1827.0;1;"ООО ""Биона"""
ChIJbdOlltlHtUYRSHwzIyVVwgk;1.0;0.0;1826.0;1;"ООО ""Санрайз"""
ChIJbe3O9gI2tUYRD0veUePo2zg;1.0;1.0;;1;"Общество с ограниченной ответственностью ""Гамма"""
ChIJbxkcGdxLtUYR77Fz-q1KnTU;0.75;0.3846153846153846;1826.0833333333333;35;ЮграФарм ОАО
ChIJbzjPXm5MtUYRuqYioCcX4d4;1.0;0.5;1826.0;3;ООО БИОТЕХ
ChIJc4sIKpFLtUYRTkAoOx3TfJA;1.0;1.0;;1;Институт изотопов ООО
ChIJc7BjExdLtUYRA4o6nc3PUr0;0.8800000000000001;0.6533333333333334;1826.05;30;Эмбил Фармацеутикал Ко.Лтд
ChIJcQHwynBKtUYReN98gOfg0fQ;1.0;0.9259259259259259;1826.25;58;Омела ООО
ChIJcT9mv1GzSkERUA82RCPpH38;1.0;1.0;;1;Тайм Трейд Хандельсгезелльшафт мбХ
ChIJcWTIzMtItUYRsMzR_m-qC_s;0.8765977556666839;0.8611833230224606;1826.4666666666665;268;"Закрытое акционерное общество ""ГлаксоСмитКляйн Трейдинг"""
ChIJcbCdxy-zSkERGRXDlVvyUFM;1.0;0.0;1827.0;1;"Аграрно-промышленная фирма ""Фито-ЭМ"" ЗАО (ЗАО АПФ ""Фито-ЭМ"")"
ChIJcdKk7KU3tUYR0F92sGgg1qg;1.0;0.0;1827.0;2;ООО «Ромфарма»
ChIJcdjmxm03tUYRdPLbuiflBsk;1.0;1.0;;5;"ООО ""Альтаир"""
ChIJceyUBiNKtUYRyJmP0fAAc-k;1.0;0.5454545454545454;1826.0;11;Кревель Мойзельбах ГмбХ
ChIJcxfWBLRLtUYRUD7iIwIA3TM;1.0;0.5830940988835726;1826.0;35;Ферринг ГмбХ
ChIJcyBTCKFNtUYRVqU0nejjlpY;1.0;1.0;;5;СЭМ Фармасьютикалс Лимитед
ChIJcyP6j3iySkERVLAX7sYJQ28;1.0;1.0;;1;"ООО ""Фармацевтические Технологии"""
ChIJczN5fjqzSkER0uZMTwok4UA;1.0;1.0;;2;"ООО ""Научно-производственный центр ""Фокс и Ко"""
ChIJczRWIx1ItUYRG6ZuEFlpd2k;1.0;0.6666666666666666;1826.0;7;"Общество с ограниченной отвественностью ""Алфарм"" (ООО ""Алфарм"")"
ChIJd-ScIGxKtUYR8G6OlYBv2hs;1.0;0.9912280701754386;1144.0;101;"ООО ""ДОКТОР Н"""
ChIJd22kARNKtUYR_15_VenR82g;0.9924242424242425;0.7973484848484849;1826.6666666666667;56;Эбеве Фарма Гес.м.б.Х. Нфг.КГ.
ChIJd5FhiKNMtUYRU3Znw-_lbos;1.0;0.5;1826.0;2;"ООО ""Актиния"""
ChIJd6COwHJNtUYRuWgi5sNziCk;0.9318181818181819;0.3995098039215686;1826.2102272727273;40;Казанская фармацевтическая фабрика ЗАО
ChIJd8-XTGMxtUYR3WJonXJOZkg;1.0;0.0;1826.0;1;"ООО ""НПП Биотех БК"""
ChIJd8HLVetLtUYREPyklsjd6O8;1.0;0.0;1826.0;3;"ООО ""Вартамана Фарма"""
ChIJdQJbAQdKtUYRC47YwAAmDUM;0.982905982905983;0.581002331002331;1826.4629629629628;54;Фирн М ЗАО
ChIJdRqKh-M2tUYRRePmr6ISta8;1.0;0.5;1826.0;2;"Общество с ограниченной ответственностью Торговый Дом ""Факел"" (ООО ТД ""Факел"")"
ChIJdSEYlgbISkERLJO-ZvcrfjY;1.0;0.0;1827.0;1;"ООО ""Технические Газы"""
ChIJdVc7M_NKtUYRjzxtqKJpl7A;1.0;1.0;;4;"ООО ""Возрождение и Развитие"""
ChIJdb3tG3pDNEERtIphpGaAu-M;1.0;1.0;;1;Абик Лтд
ChIJdc7WB2uzSkERpAE4Y-RSKqI;0.96875;0.798611111111111;1826.2222222222224;31;Ципла Лтд.
ChIJdxDFLSlNtUYR9g38SR72YME;1.0;1.0;;1;"Федеральное государственное учреждение науки ""Екатеринбургский НИИ вирусных инфекций"" Роспотребнадзора"
ChIJdzqhir9HtUYRMQLqHWigzIE;1.0;0.5;1826.0;2;"ООО Научно-производственная фирма ""Гемма-Б"""
ChIJe-ZzYnxOtUYREbzmvKLvCcE;1.0;1.0;;1;Межбольничная аптека медицинского центра Управделами Президента РФ ГУП
ChIJe2lbepVMtUYRjplto1cGR7k;1.0;1.0;;4;"Государственное учреждение здравоохранения ""Самарская областная клиническая станция переливания крови"""
ChIJe3T1TORLtUYRg0IpTAUPybE;1.0;1.0;;1;"ООО ""Внешторг Фарма"""
ChIJe3b7ycFLtUYRAm8XpOsQB7o;1.0;0.8333333333333334;1826.0;8;Мукос Фарма ГмбХ и Ко.
ChIJe5cQJT1KtUYRDa6Y_uvCZZg;0.9583333333333333;0.6875;1826.0;20;Вифор (Интернэшнл) Инк.
ChIJe73X6xWoSkERsmC6psMeDhM;1.0;0.75;1826.0;12;Росбио ООО
ChIJe7A5TCmuSkER72MCPfHm2nI;1.0;0.0;1826.5;2;"Общество с ограниченной ответственностью Фармацевтическая компания ""Славянская аптека"""
ChIJe8doMfVItUYRhbRqcbXCttQ;1.0;0.9166666666666666;1826.0;24;"Федеральное государственное унитарное предприятие ""Федеральный центр по проектированию и развитию объектов ядерной медицины"" Федерального медико-биологического агенства"""
ChIJe8zJA_RKtUYRMCov3MJlU4A;1.0;1.0;;2;Репромед ООО
ChIJe9lry-dNtUYRw9X36ILhKBQ;1.0;0.625;1826.5;6;Фортьюн Мед ООО
ChIJe9pHkFRJtUYRsf_nujK9GQ0;1.0;0.35714285714285715;1826.0;8;"ООО ""Константа-Фарм М"""
ChIJeZc7yh21SkERx5trQmeTwnI;0.9841772151898734;0.7332017303635183;1809.7614379084969;348;"Открытое акционерное общество ""Дальхимфарм"""
ChIJe_0Uoc9ItUYRcRTP3lm7PSQ;0.991111111111111;0.6972222222222222;1293.5993006993008;261;"ООО ""Джонсон & Джонсон"""
ChIJe_nF5xw1tUYRHScYLhBu92o;1.0;1.0;;1;Ставропольский научно-исследовательский противочумный институт ФГУЗ
ChIJeySiq2RKtUYRjpvXVixFYpc;1.0;0.9100529100529101;1826.6666666666665;39;Лаборатория Буарон
ChIJeyXkadG0SkERE9yDoTtkaEE;1.0;0.6806930693069306;1826.0;103;СимбиоФарм ГмбХ
ChIJeylDCJE8tUYR_bd-eOr_qAc;1.0;0.0;1826.0;1;Цитолекс НПФЦ ЗАО
ChIJez3U4XJNtUYR9mnOcGyMcAU;1.0;1.0;;1;"Общество с ограниченной ответственностью ""Инфарма"""
ChIJezUxMopOtUYR_SRny6NMlUM;1.0;1.0;;1;"ООО ""Оранж Фарма"""
ChIJf5WJuQNLtUYR53XHU6jH9zM;1.0;0.7854533594259622;1826.297619047619;113;ООО Актавис
ChIJf79lf2RKtUYR33nATwpMihM;1.0;0.6;1827.0;12;Оксигон ООО
ChIJf7nHlnrMSkERIGotsHY9fg4;1.0;1.0;;4;"ЧАО ""Технолог"""
ChIJf8C9KfRMtUYRjIFSRpe7dF4;1.0;1.0;;1;Фарма ВАМ ЗАО
ChIJfVZ4Ook1tUYRz8hwLmTe6Hw;1.0;1.0;;1;"ЗАО ""Атом-Мед Центр"""
ChIJfXUVSz9KtUYRQNT2nzsvvmw;0.9237097598364844;0.8553142565150741;1807.9857320099254;200;Зентива к.с.
ChIJfc2KK7qtSkERWtrM9ERpOXg;1.0;1.0;;1;ВИЛАР
ChIJfc2KK7qtSkERmQNGKtfCpNU;0.9206349206349206;0.6578194119177725;1845.7857142857142;98;Фармцентр ВИЛАР ЗАО
ChIJfdsnBwNLtUYR5lPQmuVHdpc;0.8488372093023255;0.5;1522.0;86;Нижфарм ОАО
ChIJfdyTdHdNtUYRuB5wocZg_BA;1.0;0.17543859649122806;1827.2758064516129;82;Роутек Лтд
ChIJfeAbY7FLtUYR2Oi0ZbYE_OY;1.0;1.0;;1;"ОАО ""Синтез """
ChIJg17IbptMtUYRkxn7AraTPq8;1.0;1.0;;1;Вектор ВБ ГНЦ ФГУН Роспотребнадзора
ChIJg1n53bA2tUYRZJ-wWTYCvbc;1.0;1.0;;1;Аромасинтез ООО
ChIJg2kX3UKySkERH-b1wwF69ik;1.0;1.0;;7;"Общество с ограниченной ответственностью ""ФОРТ"" (ООО ""ФОРТ"")"
ChIJg42Pw0FKtUYRlvimGGOll7Y;1.0;1.0;;1;Лаборатория де ля Мер
ChIJg8t24_U3tUYRj10CWf_kJ5o;1.0;1.0;;1;Добромед ООО
ChIJg9eeVcBLtUYR0NDBe9mMyQo;1.0;0.04722222222222222;1826.8290043290042;27;Рафарма ЗАО
ChIJgQBnszhPtUYRCfviJfbyJiw;0.75;0.6473214285714286;1686.3333333333333;20;"Федеральное государственное учреждение ""Российский кардиологический научно-производственный комплекс"" Федерального агенства по высокотехнологической медицинской помощи - Экспериментальное производство медико-биологических препаратов"
ChIJgQBnszhPtUYR_H3RLQqcFUc;1.0;1.0;;6;Техноген НПП ООО
ChIJgTkLbY85tUYRjy6a50nTqAQ;0.9121758569299554;0.6049228886769353;1833.1329110704112;565;Фармстандарт-Уфимский витаминный завод ОАО
ChIJgUKPz3JNtUYRKxuJjPLwv98;1.0;0.75;1826.4285714285713;16;Русюрофарм ООО
ChIJgY4X8wpKtUYRiS7SS20cVf8;0.9166666666666666;0.8787878787878788;1826.75;17;Урсафарм Арцнаймиттель ГмбХ и Ко.КГ
ChIJgYKSW4xJtUYRkDou_iMtOC8;1.0;0.5;1826.0;2;Галдерма СА
ChIJgf-Mhyk3tUYRU70VcL5TfnE;1.0;1.0;;1;Лаборатория Биокодекс
ChIJgwZNU80-tUYRehRWPzzY7Ds;1.0;0.7366071428571428;1826.3095238095239;135;Фармацевтические технологии ООО []
ChIJgxhqwlQ3tUYRnfANcheKQIs;1.0;0.0;1826.0;1;Биотехфарм ГЕ ООО
ChIJgz9XqhtLtUYRCeJGRplg-4w;1.0;0.0;1827.0;2;"ЗАО ""Фрезениус СП"""
ChIJgz9XqhtLtUYRUC4ldxfc-10;0.9795918367346939;0.9081632653061225;1826.5555555555557;50;Мерк Сероно Лимитед
ChIJgzP78jW1SkERVIuHRD_N3NU;0.5555555555555555;0.3333333333333333;1826.0;13;Плива-Лахема АО
ChIJh13kFXBLtUYRPNXuNUP1ahA;1.0;1.0;;1;Синтез А/С
ChIJh4VRdxdLtUYR7XlClsa6FUk;1.0;0.0;1826.5;2;Медиком Интернэшнл с.р.о.
ChIJh4gim8tMtUYR_kFeXxqHgtQ;1.0;0.0;1826.0;2;Тринита НПП ЗАО
ChIJh4wIjRtItUYRrQN8VS1Eui0;1.0;1.0;;2;МС-Вита ООО
ChIJh5D3XkHJSkERlTDYYs0NaxE;0.9333333333333332;0.6848484848484849;1826.4166666666665;19;"Промышленная химико-фармацевтическая компания  открытое акционерное общество ""Медхимпром"" (ОАО ПХФК ""Медхимпром"")"
ChIJh6UxpMhLtUYRI6kmpUlpPqM;0.4473684210526316;0.4605263157894737;1683.111111111111;22;Польфа-Лодзь фармацевтический завод АО
ChIJhQKLHKU0tUYRaHeyPDvI1Rk;0.5;0.1;1826.0;10;Центрально-Европейская Фармацевтическая Компания ЗАО
ChIJhUGBfDA2tUYRxqrqgoCKSYQ;1.0;1.0;;2;"Государственное учреждение здравоохранения ""Республиканская станция переливания крови"""
ChIJhVUQhW01tUYRUMAYmEeqZe0;1.0;1.0;;1;Синтон Б.В.
ChIJhVfXFO9OtUYRCHVVENJhZaA;1.0;0.75;1185.5;9;"Общество с ограниченной ответственностью ""Ависта"""
ChIJhZ_y71o1tUYRBI-csN9swg8;0.5;0.44761904761904764;1826.090909090909;110;"Общество с ограниченной ответственностью ""ЛЭНС-Фарм"" (ООО ""ЛЭНС-Фарм"")"
ChIJhZzA0A9LtUYRKNy2RR6u9uA;1.0;0.9623655913978495;1826.0;71;Шрея Лайф Сайенсиз Пвт.Лтд
ChIJhct5PsdLtUYRfN1shW1uuh8;1.0;1.0;;4;Юник Кемикалс (отделение фирмы Дж.Б.Кемикалс энд Фармасьютикалс Лтд)
ChIJhfWSOm9KtUYRYH72tZ_QXxM;1.0;0.7777777777777778;1826.25;12;Ф-Синтез ЗАО
ChIJhx5bfqJLtUYRNu1VPt_XHNg;1.0;1.0;;1;Биокемикал энд Синтетикэл Продакт Лтд
ChIJhx5bfqJLtUYRpW-FjXF5sWo;1.0;1.0;;1;Никомед Дания А/С
ChIJhym9HpFHtUYRIOizFhciKSg;1.0;1.0;;3;Ник-Фарм ЗАО
ChIJhznEcS5ItUYR5ZY2DywZfHs;0.5;0.5;1826.0;2;Биотика АО
