,name,"(0, 'place_id')",place_id
1992,ГлаксоСмитКляйн Байолоджикалз С.А.,1,ChIJ3aIdmd1LtUYRF1J66aN6108
1993,Страген Фарма С.А.,1,
1994,Страген Фарма СА,1,
1995,"ОАО ""Нижегородский химико-фармацевтический завод""(ОАО ""НИЖФАРМ"")",1,
1996,"Открытое акционерное общество ""Тверская фармацевтическая фабрика""",1,
1997,Аптека Фармикон ООО,1,ChIJz2Jz7zjRSkER4JxgsmEYgyY
1998,"Реплек Фарм ООО Скопье, Республика Македония",1,
1999,Джубилант Дженерикс Лимитед,1,
2000,Янгжоу Фармасьютикал Ко.Лтд,1,
2001,Бхарат Сирамс энд Ваксинс Лимитед,1,ChIJ-zHoPnZJtUYR8D_m_FLE-Ec
2002,Московское представителъство компании Бхарат Сирамс энд Ваксинс Лимитед(Индия),1,ChIJo3GdecFKtUYRRVo0uR0dOYk
2003,Бхарат Серумз энд Вакцинз Лимитед,1,
2004,Бхарат Сирамс энд Вакцинс Лимитед,1,ChIJ-zHoPnZJtUYR8D_m_FLE-Ec
2005,"ООО ""Диалогфарма""",1,
2006,Биоген НПЦ ОУ,1,
2007,Общественное учреждение «Научно-производственный центр «Биоген» г.Пензы»,1,
2008,"Открытое акционерное общество Научно-производственный центр ""Биоген"" (ОАО НПЦ ""Биоген"")",1,
2009,"Закрытое акционерное общество ""Межрегиональная Фармацевтическая Производственно-Дистрибьюторская Корпорация ""Биотэк""",1,
2010,"Закрытое акционерное общество ""Межрегиональная Фармацевтическая Производственно-Дистрибьюторская Корпорация ""БИОТЭК"" (ЗАО ""МФПДК ""БИОТЭК"")",1,
2011,Аспен Фарма Трейдинг Лимитед,1,
2012,Гуанси Наньнин Кемикал Фармасьютикал Ко.Лтд,1,
2013,Вектор-Медика ЗАО,1,ChIJO2VluUhNtUYRJ3MX1U_JXsI
2014,Фарма Старт ООО,1,ChIJsaOWPMZLtUYRu9IR8L7gHTQ
2015,"ООО ""Фарма Старт""",1,ChIJp_wTwZYxtUYRzjN_BLoTpnE
2016,"Дойче Хомеопати-Унион, ДХУ-Арцнаймиттель ГмбХ & Ко.КГ",1,ChIJ3Vw1Vm9NtUYRzT_Y8pBkAfg
2017,Данашманд Органик Прайват Лимитед,1,
2018,Бейджинг Зижу Фармасьютикал Ко.Лтд,1,
2019,Российский кардиологический НПК ФГУ Росмедтехнологий - Экспериментальное производство медико-биологических препаратов,1,ChIJgQBnszhPtUYRCfviJfbyJiw
2020,Янссен Фармацевтика Н.В.,1,ChIJu9gils9ItUYRo5eYfVKIi00
2021,СайКлон Фармасьютикалс Интернешнл Лтд,1,
2022,Вен Петрохем энд Фарма (Индия) Пвт.Лтд,1,
2023,Ликом НПО ООО,1,ChIJC5U4GoA1tUYRC9qDtPnR0rI
2024,"ООО ""НПО ""Ликом""",1,
2025,ПиЭйч энд Ти С.р.Л.,1,ChIJZaQAE_9KtUYRQMGxbu_ZbFY
2026,ПиЭйч энд Ти C.P.JI.,1,
2027,Аболмед ООО [Москва],1,ChIJ-zHoPnZJtUYR8D_m_FLE-Ec
2028,"ООО ""Эн.Си.Фарм""",1,ChIJqUEjAnJKtUYRfGverscRpY0
2029,Биофак С/А,1,ChIJH34brYlLtUYR0WvtGvsykEU
2030,Закрытое акционерное общество «Аполлон»,1,ChIJ_9IdiHxOtUYRy6uyD8vQSPA
2031,"ОАО ПХФК ""Медхимпром""",1,ChIJh5D3XkHJSkERlTDYYs0NaxE
2032,"ООО ""МедМагикФарм""",1,
2033,Лаборатории Урго С.А.,1,
2034,"АО ""Эбер Биотек""",1,
2035,Хенан Донгтай Фармасьютикал Ко.Лтд,1,
2036,"Общество с ограниченной ответственностью ""Ависта""",1,ChIJhVfXFO9OtUYRCHVVENJhZaA
2037,"Общество с ограниченной ответственностью ""АМК-Фарм""",1,ChIJNXiLcGu0SkERG9CwzLpYuu8
2038,"Компания с ограниченной ответственностью ""ПРОМОМЕД""",1,ChIJQ0xuCHJKtUYR0JugUbCORF0
2039,ратиофарм Индия Пвт.Лимитед,1,
2040,Партнер ЗАО,1,ChIJITU6Ti-zSkEREcJQfX75OXU
2041,"Закрытое акционерное общество ""Партнер""",1,ChIJEeZmpP-ySkER-3UPAsCHQf8
2042,Фитофарм Кленка АО,1,ChIJYYbncjxItUYRJejSMLCpcUY
2043,"Федеральное государственное унитарное предприятие ""Научно-производственное объединение по медицинским  иммунобиологическим препаратам ""Микроген""  Министерства здравоохранения Российской Федерации 
(ФГУП ""НПО ""Микроген"" Минздрава России)",1,ChIJieZTUhNKtUYR-gKL6naxjzU
2044,"ООО ""Хармс""",1,ChIJ-Z0KlhBKtUYRarrGx1rq6v4
2045,Экран НПО ОАО,1,ChIJX63BCtY1tUYRE15tZMyKeTE
2046,"ОАО НПО ""Экран""",1,ChIJX63BCtY1tUYRE15tZMyKeTE
2047,"Акционерное общество ""Научно-производственное объединение по медицинским иммунобиологическим препаратам ""Микроген""  (АО ""НПО ""Микроген"")",1,ChIJQSPtE9ZKtUYRiFzreUqI5PM
2048,Лабораториос Касен Флит С.Л.,1,
2049,Касен Рекордати С. Л.,1,
2050,"ОАО ""ВЕРОФАРМ""",1,ChIJl4iGdHI1tUYRPpuMLBy-t98
2051,Шандонг Ксинхуа Фармасьютикал Ко.Лтд,1,
2052,Сичуан Ксиели Фармасьютикал Ко.Лтд,1,
2053,Редкинский опытный завод ЗАО,1,ChIJZ2astRFNtUYRWVEsSQkLwMQ
2054,"Хуадун Медсин (Ксиан) Бодигард Фармасьютикал Ко., Лтд",1,
2055,Аньцю Луань Фармасьютикал Ко.Лтд,1,
2056,Редкинский опытный завод ОАО,1,ChIJ-zHoPnZJtUYR8D_m_FLE-Ec
2057,"Открытое Акцианерное Общество ""Редкинский Опытный Завод""",1,ChIJaWmrwZtKtUYRIbcDWZfyws8
2058,"Открытое акционерное общество ""Редкинский опытный завод"" (ОАО ""РОЗ"")",1,
2059,Кристал Фарма С.А.,1,ChIJ0x4ZcABNtUYRHj12MvSugMI
2060,"OOO ""Лаборатория Тоскани""",1,ChIJ19AqLYVLtUYRMk9cSQJx_4o
2061,Юрия-Фарм ООО,1,ChIJHdChMXhNtUYRQ7K49saBCMY
2062,Микрохирургия ООО,1,ChIJ4SJ7gnU3tUYRWLkAPXSWDmk
2063,ББТ Биотех ГмбХ,1,
2064,"Открытое акционерное общество ""Органика"" (ОАО  ""Органика"")",1,ChIJoUk_NHW0SkERMgy3DMTrbDM
2065,"Закрытое акционерное общество ""АЛСИ Фарма""",1,ChIJF-Pu0AhKtUYRMRDoV0f0WPI
2066,Московская областная станция переливания крови,1,ChIJHTRqI8LKSkERuw4Luplp0K0
2067,Чжецзян НХУ Компани Лтд,1,
2068,Цзянсу Хэнжуй Медисин Ко.Лтд,1,
2069,"Закрытое акционерное общество ""Медико-биологический научно-производственный комплекс ""Цитомед""",1,
2070,Искра Индустри Ко.Лтд,1,ChIJ7_crvkZKtUYRQhWXhEIYxP8
2071,Глес Фирма ООО,1,ChIJI3pnC8A2tUYRELgrYngPJCg
2072,"ООО ""Фирма ""Глес""",1,
2073,Ниведита Кемикалз Пвт.Лтд,1,
2074,Норбиофарм ЗАО,1,ChIJJVjPzajKSkERhnO5rodDLrw
2075,Астрафарм ООО,1,ChIJDZp2jeq1SkER7BVO4eRlOP0
2076,"ООО ""Астрафарм""",1,ChIJAZ1wQi1GtUYRtRCFaE4J4V4
2077,ЭйСиЭс Добфар С.п.А.,1,
2078,Форест Лабораториз Недерланд Б.В.,1,
2079,Биотест Фарма ГмбХ,1,ChIJ-VjiQOxMtUYRWnZshldLBbE
2080,Краснодарский краевой центр гомеопатии ООО,1,ChIJTfcbH01MtUYRmI246N3iqVk
2081,Никомед Австрия ГмбХ,1,ChIJSefogZhLtUYRt0-leiY5nVo
2082,"Федеральное государственное учреждение ""Кировский научно-исследовательский институт гематологии и переливания крови Федерального медико-биологического агенства""",1,ChIJZwNLbsJJtUYR2T22HvtkgMg
2083,Хебей Шеньсюэ Даченг Фармасеутикал Ко.Лтд,1,
2084,Дальневосточные Медицинские системы ООО,1,ChIJETsQAH5KtUYR_9QUR7AmcZI
2085,Пептоген Инновационный научно-производственный центр ЗАО,1,ChIJB4Z_bqBItUYRTdq3ynqX9KQ
2086,Московский научно-исследовательский онкологический институт им. П.А.Герцена,1,ChIJ40vn4o5JtUYRimdHui9Nazo
2087,"ООО ""НТФарма""",1,ChIJqTdV87tJtUYRiA_PHfRyEiw
2088,Джэй Эр Эс Фарма ГмбХ & Ко.КГ,1,
2089,Здоровье фармацевтическая компания ООО,1,ChIJN5niGMw3tUYRBb895tvqGIM
2090,Ай Эм Си Острава а.с.,1,
2091,Ченгде Миракл Фармасеутикал Ко.Лтд,1,
2092,Липецкая областная станция переливания крови ГУЗ,1,ChIJHTRqI8LKSkERuw4Luplp0K0
2093,ИМКоФарма с.р.о.,1,
2094,Эбботт Лэбораториз Лимитед,1,ChIJT7_H2zxItUYR1N1ini-eKuY
2095,Артлайф ООО,1,ChIJC0G76Rs4tUYRfG2PRvD16l8
2096,"Фармацевтическая компания ""Хэцзигун "", г.Гуанчжоу",1,
2097,"ООО ""Константа-Фарм М""",1,ChIJe9pHkFRJtUYRsf_nujK9GQ0
2098,Эвалар ЗАО,1,ChIJb5YieAlMtUYRC59u2Jeuyhg
2099,Сорсетек Кимика Лтда,1,
2100,Государственный институт кровезаменителей и медпрепаратов ГУ,1,ChIJCZBxI9xKtUYR4v5VFLNrjEs
2101,Бакстер Хелскеа С.А.,1,ChIJT7_H2zxItUYRdRNdSWE6NK4
2102,Санмен Хуали Медикал Кемикал Ко.Лтд,1,
2103,"""ГлаксоСмитКляйн Трейдинг"" ЗАО",1,ChIJcWTIzMtItUYRsMzR_m-qC_s
2104,Фармабиос С.п.А.,1,
2105,"Закрытое акционерное общество ""Ст.-Медифарм""",1,ChIJSR24yYlHtUYR293UR9yMQQk
2106,"Открытое акционерное общество ""Московское производственное химико-фармацевтическое объединение им. Н.А. Семашко""",1,ChIJ055xDOdKtUYR-eYTXo8MdQQ
2107,"Общество с ограниченной ответственностью ""МИКФАРМ""",1,
2108,Донбу Амино Эйсид Ко.Лтд,1,
2109,Наука Техника Медицина ООО,1,
2110,"ООО ""Наука, Техника, Медицина""",1,ChIJI4EoukazSkERrYwrTQyZLnw
2111,"ООО ""Наука Техника Медицина""",1,ChIJI4EoukazSkERrYwrTQyZLnw
2112,Норф Чайна Фармасьютикал Гроуп Корпорейшн,1,
2113,Актелион Фармасьютикалз Лтд.,1,ChIJNewPIBpKtUYRhqkeywdR6p4
2114,Сибирский серпентарий ООО,1,
2115,Роквуд Литиум Гмбх,1,
2116,Чжэцзян Ланхуа Фармасьютикал Ко.Лтд,1,ChIJ-zHoPnZJtUYR8D_m_FLE-Ec
2117,Чэнду Хок Био-Инджиниринг Ко.Лтд,1,
2118,Чэнгду Хок Био-Инджиниринг Ко.Лтд,1,
2119,"Джодас Экспоим Пвт. Лтд., Индия",1,ChIJN5oxUnW0SkERWYpJ7qGYp-w
2120,Моэхс Каталана С.Л.,1,
2121,СМС Фармацеутикалс Лтд,1,
2122,Сучжоу Тианма Фарма Груп Тианжи Био-Фармасьютикал Ко.Лтд,1,
2123,Чанчжоу Ябан Фармасьютикал Ко.Лтд,1,
2124,"ООО ""ГОМЕОПАТИЧЕСКИЙ МЕДИКО СОЦИАЛЬНЫЙ ЦЕНТР""",1,ChIJ6zAdFaY2tUYRo2YlwzFkya4
2125,Акафарм ООО,1,ChIJQbbwBjQ3tUYRF1hnVe2myho
2126,"ООО ""Акафарм""",1,
2127,"ОАО ""СТИ-Мед-Сорб""",1,ChIJ-zHoPnZJtUYR8D_m_FLE-Ec
2128,Чжэцзян Цзинсинь Фармасьютикал Ко.Лтд,1,
2129,Республиканская станция переливания крови ГУ [Сыктывкар],1,
2130,Опытный завод ГНЦЛС ООО,1,
2131,Южно-Египетское фармацевтическое предприятие АО (СЕДИКО),1,
2132,"Общество с ограниченной ответственностью ""Лэнс-Фарм""",1,ChIJl4iGdHI1tUYRPpuMLBy-t98
2133,Йодиллия-Фарм ООО,1,
2134,"Федеральное государственное унитарное предприятие ""Специальное конструкторско-технологическое бюро ""Технолог"" (ФГУП ""СКТБ ""Технолог"")",1,
2135,Лаборатории Роза-Фитофарма,1,
2136,"ООО ""Йодиллия-Фарм""",1,
2137,Бионокс НПП ООО,1,ChIJo8hJYMHKSkERXx1iMpZyYt4
2138,"ООО ""Научно-производственное предприятие ""Бионокс""",1,ChIJo8hJYMHKSkERXx1iMpZyYt4
2139,"Общество с ограниченной ответственностью Научно-производственное предприятие ""БИОНОКС"" (ООО НПП ""БИОНОКС"")",1,ChIJo8hJYMHKSkERXx1iMpZyYt4
2140,"Общество с ограниченной ответственностью ""Канон-2"" (ООО ""Канон-2"")",1,
2141,"ООО ""Юрия-Фарм""",1,ChIJ-zHoPnZJtUYR8D_m_FLE-Ec
2142,"Общество с ограниченной ответственностью ""Производственно-фармацевтическая компания ""Пребенд"" (ООО ""ПФК ""Пребенд"")",1,ChIJ7Z7jPn82tUYRjbLVccw3LxQ
2143,Актавис Групп АО,1,ChIJf5WJuQNLtUYR53XHU6jH9zM
2144,Химсинтез НПО ЗАО,1,ChIJ47AWB49-FEERccQwKMJYXzM
2145,Бахем СА,1,
2146,"Общество с ограниченной ответственностью ""ПОЛЛО""",1,
2147,МагикФарм ООО,1,
2148,Гирудо-Мир ЗАО,1,ChIJi4gkjf60SkERiUbCzqwpC98
2149,"ЗАО ""Гирудо-Мир""",1,ChIJi4gkjf60SkERiUbCzqwpC98
2150,Кемеровская фармфабрика ОАО,1,
2151,Микрофарм ООО,1,ChIJAQAAAGdKtUYRnnI4kQsRIaE
2152,"ООО ""Микрофарм""",1,
2153,Томская фармацевтическая фабрика ООО,1,ChIJafQvE983tUYRPbvjlUgEH3o
2154,Лабораториос Инибса С.А.,1,
2155,"ООО ""ПРОТЕК-СВМ""",1,ChIJdc7WB2uzSkERpAE4Y-RSKqI
2156,Хэбэй Цзихэн (Груп) Фармасьютикал Ко.Лтд,1,
2157,"ООО ""Фармаскин""",1,
2158,Чжэцзян Цзяшань Чэнда Фарм энд Кем Ко.Лтд,1,
2159,Центральная аптека Федеральной службы безопасности РФ ФГУ,1,ChIJ7VhZP11KtUYRwV53b-MNJ4I
2160,Виал ООО,1,ChIJCVQaTKXKSkER-_U2cU6ff4Q
2161,"Открытое акционерное общество ""АВВА РУС"" (ОАО ""АВВА РУС"")",1,ChIJY8up48xItUYRcbCjYoGqLTk
2162,Янгсу Юнянг Груп Фармасьютикал Ко.Лтд,1,
2163,Сифавитор С.п.А.,1,
2164,Учреждение Российской академии медицинских наук Научно-исследовательский институт фармакологии имени В.В. Закусова РАМН,1,ChIJk901lTRItUYRu91Ak-OGuR4
2165,"Федеральное государственное бюджетное научное учреждение ""Научно-исследовательский институт фармакологии имени В.В. Закусова""",1,ChIJk901lTRItUYRu91Ak-OGuR4
2166,"ООО ""Бристол-Майерс Сквибб""",1,ChIJvS5sNolKtUYR0TfMFpYvPcU
2167,"ООО ""Фармацевтический завод иммунных лекарственных средств (ООО ""ФЗ ""Иммуннолекс"")",1,
2168,Фермик С.А. де С.В.,1,
2169,ИНКОмед фарма ООО,1,ChIJRyy2-nxKtUYRr2meqfHJvpw
2170,"ООО ""С. П. ИНКОМЕД""",1,ChIJHXK1JTqzSkERrd1Fn4mjUWI
2171,"Харбин Хеджа Фармасьютикал Ко., Лтд.",1,
2172,Мерц Фарма ГмбХ и Ко.КГаА,1,ChIJJS3Lnh9KtUYRbkYHY9LYO1M
2173,Мерц Фарма ГмбХ и Ко. КГаА,1,ChIJuQj_agrT3UMR12irrZd4vjs
2174,Mерц Фарма ГмбХ и Ко.КГаА,1,ChIJuQj_agrT3UMR12irrZd4vjs
2175,"ЗАО ""Еврофарм""",1,ChIJnymI8kY3tUYR4t0huzOeQOs
2176,Евромед ООО,1,ChIJmxkSuIVOtUYR8YdojvAV9yQ
2177,"ООО ""Евромед""",1,ChIJmxkSuIVOtUYR8YdojvAV9yQ
2178,Шаньдун Лукан Фармасьютикал Ко.Лтд,1,
2179,ХОЛИД (Ксинянг) Фармасьютикал Ко.Лтд,1,
2180,Шварц Фарма Сп.з о.о.,1,
2181,"Общество с ограниченной ответственностью ""ДАВ Фарм"" (ООО ""ДАВ Фарм"")",1,
2182,ДАВ Фарм ООО,1,ChIJn_aYQZxItUYRhC6m01eiNzw
2183,"ООО ""ДАВ Фарм""",1,ChIJyScE-_w3tUYRj6NlvUqLtKk
2184,Фармацевтическая фабрика ОАО [Астрахань],1,ChIJafQvE983tUYRPbvjlUgEH3o
2185,"ОАО ""Фармацевтическая фабрика""",1,ChIJafQvE983tUYRPbvjlUgEH3o
2186,"Закрытое акционерное общество ""Вектор-Медика""",1,ChIJO2VluUhNtUYRJ3MX1U_JXsI
2187,"Закрытое акционерное общество ""Активный Компонент"" (ЗАО ""Активный Компонент"")",1,ChIJ4-Ay-9pNtUYRqAtOS1OnNv8
2188,Васудха Фарма Кем Лтд,1,
2189,АБОЛмед ООО,1,ChIJ-zHoPnZJtUYR8D_m_FLE-Ec
2190,"Общество с ограниченной ответственностью ""РОСБИО"" (ООО ""РОСБИО"")",1,
2191,"Общество с ограниченной ответственностью ""Фармпрепарат"" (ООО ""Фармпрепарат"")",1,
2192,Финцельберг ГмбХ & Ко.КГ,1,
2193,Эверлайт Кемикал Индастриал Корпорейшн,1,
2194,Фармпрепарат ООО,1,ChIJ-4cQ_OZKtUYRExFrr8SNW8U
2195,"ООО ""Фармпрепарат""",1,
2196,"ООО ""Медфлорина""",1,ChIJyVjGoD1KtUYR_rLyTtG6Y00
2197,Гедеон Рихтер ОАО,1,ChIJp7OiFxBLtUYRAlLOfZyUKcg
2198,Пласт ОАО,1,ChIJw_26OuVMtUYRClGyexSVQwY
2199,"ООО ""Пласт""",1,ChIJ2R3IXS61SkER8bA70jNmUgU
2200,"ОАО ""Вологодская фармацевтическая фабрика""",1,
2201,Институто Грифолз С.А.,1,
2202,Стиролбиофарм ООО,1,ChIJU1NrJ0K0SkER1WPAou7tYhw
2203,"ООО ""Внешторг Фарма""",1,ChIJe3T1TORLtUYRg0IpTAUPybE
2204,Мантена Лабораториз Лимитед,1,
2205,"Государственное учреждение здравоохранения ""Самарская областная клиническая станция переливания крови""",1,ChIJe2lbepVMtUYRjplto1cGR7k
2206,ДСМ Синочем Фармасьютикалз Незерландс Б.В.,1,
2207,"Государственное учреждение здравоохранения ""Ивановская областная станция переливания крови"" (ГУЗ ""ИОСПК"")",1,
2208,Шайер Хьюман Генетик Терапиз Инк.,1,
2209,"Шайер Хьюман Дженетик Терапис, Инк.",1,
2210,Шайер Хьюман Дженетик Терапис Инк,1,
2211,Вайет Вайтхолл Экспорт ГмбХ,1,
2212,Такеда Фарма АБ,1,ChIJSefogZhLtUYRt0-leiY5nVo
2213,Никомед АБ,1,
2214,НИИ Медицины и стандартизации ООО,1,ChIJ4fyz2bNLtUYRT37KnmZUJJc
2215,"ОАО ""Центр по химии лекарственных средств"" (ОАО ""ЦХЛС-ВНИХФИ"")",1,ChIJ7-g75qRLtUYRUmiPP4pO2nI
2216,"ООО ""Цефарма""",1,
2217,СЕВАФАРМА а.о.,1,ChIJqxHHBMVJtUYRdrrjeL8llR8
2218,Хемагис Лтд,1,
2219,"ООО ""Апекс""",1,ChIJS7nezgezSkER-ueVuSxIX3A
2220,Проктер энд Гэмбл Фармасьютикалс - Джермани ГмбХ,1,
2221,Фармацевт ООО,1,ChIJ7UfpZbzKSkERdaoWQM5juzE
2222,"Государственное учреждение здравоохранения ""Вологодская областная станция переливания крови №1"" (ГУЗ ""ВОСПК №1"")",1,
2223,Эском НПК ОАО [Ставрополь],1,ChIJ-zHoPnZJtUYR8D_m_FLE-Ec
2224,"Общество с ограниченной ответственностью  ""Михайловский завод химических реактивов"" (ООО ""МЗХР"")",1,
2225,Тяньцзинь Тиняо Фармасьютикал Ко.Лтд,1,
2226,Адвансед Энзим Текнолоджиз Лтд,1,
2227,ратиофарм ГмбХ,1,ChIJ49OKNolKtUYR9oByngHVIH0
2228,СмитКляйн Бичем С.А.,1,
2229,Такеда Никомед АС,1,ChIJSefogZhLtUYRt0-leiY5nVo
2230,Никомед Фарма АС,1,ChIJm0SyLPhHtUYRQqEUH_oP958
2231,Институт иммунологии Инк,1,ChIJ-y1lmGyzSkERpuSgrd0G15M
2232,"ФГУП ""Фармацевтическая фабрика""",1,ChIJBW-HVze1SkERmWo9580bjhU
2233,Альвоген ИПКо С.а.р.л.,1,
2234,ратиофарм Индия Пвт.Лтд,1,
2235,"ЗАО ""Канонфарма продакшн""",1,ChIJC9qlt9MstUYRmvj5LMf-JFY
2236,Камада Лтд,1,ChIJRyy2-nxKtUYRr2meqfHJvpw
2237,"Общество с ограниченной ответственностью ""Бэгриф""",1,
2238,Юнион Кимико Фармацеутика С.А.,1,
2239,"Открытое акционерное общество ""Ирбитский химико-фармацевтический завод""",1,ChIJafQvE983tUYRPbvjlUgEH3o
2240,"Государственное учреждение здравоохранения ""Воронежская областная станция переливания крови""",1,
2241,Эйше Кемикал Индастриз Лтд Завод Тева Тех,1,
2242,"ГНПРКЦ ""ЦСКБ-Прогресс"" ФГУП",1,ChIJi_2m6FwUtUYRvs89OOKXFSc
2243,"ОАО ""Ракетно- космический центр ""Прогресс""",1,
2244,Синтез А/С,1,ChIJh13kFXBLtUYRPNXuNUP1ahA
2245,Эбботт Биолоджикалз Б.В.,1,
2246,ЮСБ Фарма ГмбХ,1,ChIJYzPv99tLtUYRalBsxwU0Yuo
2247,Г.Л. Фарма ГмбХ,1,
2248,Ифотам Ко.Лтд,1,
2249,Урсафарм Арцнаймиттель ГмбХ и Ко.КГ,1,ChIJgY4X8wpKtUYRiS7SS20cVf8
2250,Ликвор ЗАО,1,ChIJLzxCmDRPtUYRqxxR125Gr7k
2251,Алкон Лабораториз Инк,1,ChIJGQdQm8k0tUYRvkzzQEIPhuM
2252,"ООО ""Натурвита""",1,ChIJnZ-jKk02tUYR2NTNezczWH4
2253,"ООО ""АПЕКС""",1,ChIJS7nezgezSkER-ueVuSxIX3A
2254,Лун Шэн Лимитед,1,
2255,Нинся Циюань Фармасьютикал Ко.Лтд,1,
2256,Медлей Фармасьютикалз Лтд,1,
2257,Пфайзер Инк.,1,ChIJ4xjzpN1LtUYRDv4p0PPL69Y
2258,Исследовательский фонд по инфекционным заболеваниям Университета Осака (БИКЕН),1,
2259,АЙВЭКС Фармасьютикалс с.р.о.,1,ChIJkbo1cRJLtUYRMGRLo57JCGQ
2260,ЮСБ Фаршим С.А.,1,
2261,Спенсер Фарма УК Лимитед,1,
2262,Спенсер Фарма Юкей Лимитед,1,
2263,Шиджуанг Фарма Груп Цонгнуо Фармасьютикал (Шиджуанг) Ко.Лтд,1,
2264,Шин Пунг Фармасьютикал Ко.Лтд,1,
2265,Киевский витаминный завод ОАО,1,ChIJY83Q7CrTSkER4MHnT6ofxlc
2266,"ПАО ""Киевский витаминный завод""",1,
2267,"Шайер Хьюман Дженетик Терапис Инк., США",1,
2268,"Общество с ограниченной ответственностью ""ФОРТ"" (ООО ""ФОРТ"")",1,ChIJg2kX3UKySkERH-b1wwF69ik
2269,"ООО ""НПК"" Экофарм""",1,
2270,ГлаксоСмитКляйн Санте Гранд Публик,1,ChIJcWTIzMtItUYRsMzR_m-qC_s
2271,"Областное ГУЗ ""Белгородская областная станция переливания крови""",1,ChIJHTRqI8LKSkERuw4Luplp0K0
2272,"Государственное учреждение здравоохранения ""Астраханская областная станция переливания крови""",1,ChIJHTRqI8LKSkERuw4Luplp0K0
2273,Чжецзян И Ли Капсула Ко.Лтд,1,
2274,Пюрак Биохем Б.В.,1,
2275,"Общество с ограниченной ответственностью ""Лан-фарм"" (ООО ""Лан-Фарм"")",1,ChIJ49kKHDy0SkERbr2Y-IZz4v4
2276,Чжэцзян Ксианджу Чэриоттир Фармасьютикал Ко.Лтд,1,
2277,Фарма-Винчи А/С,1,
2278,ДарсКеа А/С,1,
2279,Интернэшнл Спешиалти Продактc,1,
2280,"Общество с ограниченной ответственностью ""РОЗЛЕКС ФАРМ"" (ООО ""РОЗЛЕКС ФАРМ"")",1,
2281,"ООО ""Солагран Сан""",1,
2282,Сахамедпром ГУП Республики Саха (Якутия),1,
2283,Солагран Сан ООО,1,ChIJo0Uv5EUUtUYRIls9qFHLMds
2284,"ООО ""Солагифт""",1,
2285,Чангжоу Цяньхун Био-Фарма Ко.Лтд.,1,
2286,"Государственное образовательное учреждение высшего профессионального образования ""Томский политехнический университет"" (ГОУ ВПО ""ТПУ"")",1,
2287,Норсист Фармасьютикал Груп Ко. Лтд,1,
2288,Нике-мед ООО,1,ChIJMYssdP1LtUYRGxc2U1IgrrY
2289,"ООО ""Нике-мед""",1,ChIJMYssdP1LtUYRGxc2U1IgrrY
2290,Шаньдун Сянжуй Фармасьютикал Ко.Лтд.,1,
2291,"Общество с ограничнной ответственностью ""Мир-Фарм""",1,ChIJNaQzZUtStUYRKqSMbnCkSZg
2292,СиЭсПиСи Вейшинг Фармасеутикал (Шийяжуаньг) Ко.Лтд.,1,
2293,"ООО ""Эн.Си.Фармасьютикалз""",1,ChIJS2Wrvu81tUYRyIaKMp8qljA
2294,Гиппократ ООО,1,ChIJJ8OtDSBKtUYR1vvor6hLTaE
2295,Никомед Дойчланд ГмбХ,1,
2296,"Открытое акционерное общество ""Кемеровская фармацевтическая фабрика""",1,ChIJI8v3tcxLtUYRNZVab2NgNJ8
2297,"ООО ""Тривиум""",1,ChIJVx0QfDLLSkER9ipPlmNzLsQ
2298,Моэхс Иберика С.Л.,1,
2299,АкВида ГмбХ,1,
2300,Иммафарма ООО,1,ChIJY_t-t19ItUYRanrbR7JXB14
2301,"ООО ""Иммафарма""",1,
2302,"Государственное учреждение Республики Коми ""Воркутинская станция переливания крови"" (ГУ РК ""ВСПК"")",1,
2303,Энзихем Лайфсайенсиз Корп.,1,
2304,Интасол ООО,1,ChIJIX1cYqI2tUYRxQeEK9wKaqY
2305,"ООО ""Интасол""",1,
2306,"ЗАО ""Атом-Мед Центр""",1,ChIJfVZ4Ook1tUYRz8hwLmTe6Hw
2307,"ЗАО ""Центр Пептос""",1,ChIJBb2QJkBNtUYRMpHmqeI3c0s
2308,"ООО ""Иммунотек""",1,
2309,"ООО ""Триатоп""",1,
2310,"ООО ""Пептос Фарма""",1,ChIJBb2QJkBNtUYRMpHmqeI3c0s
2311,"Общество с ограниченной ответственностью ""Фарма Био""",1,ChIJCX5vpGpNtUYRL9W72vihwO4
2312,Олигофарм ООО,1,ChIJ6XkfQkpItUYRuOThoB0di5g
2313,Гриндекс Акционерное Общество,1,ChIJQeD8TDyzSkERookfhrZrnLg
2314,Маллинкродт Инк,1,ChIJm-cMzrhLtUYRXMTQxK4KaM0
2315,Либел-Фларсхэйм Компани ЛЛС,1,
2316,"""Реплек Фарм"" ООО Скопье",1,
2317,"РЕПЛЕК ФАРМ ООО Скопье, Республика Македония",1,
2318,Флори Спрей,1,
2319,"ООО ""Экохим-Инновации""",1,ChIJzSyBc3pKtUYR5JnmjB_yoAk
2320,"ОсОО ""Гленмери Биотехнолоджис - ФЭЗ ""Бишкек""",1,ChIJ-zHoPnZJtUYR8D_m_FLE-Ec
2321,Мосфарм ОАО,1,ChIJafQvE983tUYRPbvjlUgEH3o
2322,"ООО ""Асфарма""",1,
2323,"ООО ""МОСФАРМ""",1,ChIJJ5a0C521SkER1W8RNDZUF5Q
2324,"ЗАО ""Пульмомед""",1,ChIJ0RgjeQ5LtUYRa85IpR6Gpps
2325,Вейфа АС,1,
2326,"ЗАО ""Биокад""",1,ChIJq6qqasxEtUYR1tRvm4fQYLs
